combo_id,Gory_Images,violence_content,violence_setting,violence_style,reactions_to_violence,violence_presentation,blood_gore_level,war_setting,injury_penalties,violent_overtones,violence_setting_context,pixelated_childlike_style,reactions_to_violence_type,violence_presentation_style,blood_gore_level_associated,creatures_human_behaviour,violence_against_real_animals,violent_overtones_present,disturbing_images_explicitness,blood_unrelated_description,summary,country,rating
4366,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Mild/Limited,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Mild/Limited blood and gore | Violence can be against real-world animals,North America,Teen
4367,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Mild/Limited,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Teen
4368,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Mild/Limited,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Mild/Limited blood and gore,North America,Teen
4369,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4370,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Teen
4371,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Teen
4372,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,Yes,No,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Realistic or historical war setting | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
4373,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,No,Yes,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Realistic or historical war setting | Violence towards defenseless characters with penalties,North America,Everyone
4374,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Violence can be against real-world animals,North America,Teen
4375,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
4376,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,Moderate,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | Moderate blood and gore,North America,Teen
4377,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Mature 17+
4378,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,Yes,Yes,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance,North America,Everyone
4379,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,Yes,No,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Everyone 10+
4380,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,Yes,No,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Violence towards defenseless characters with penalties,North America,Everyone
4381,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,No,Yes,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
4382,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore | Violence can be against real-world animals,North America,Mature 17+
4383,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore | Fierce sounds or dark overtones,North America,Mature 17+
4384,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Rarely depicted from a close-up perspective,High,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is rarely depicted close-up | High amount of blood and gore,North America,Mature 17+
4385,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4386,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Teen
4387,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,Yes,No,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
4388,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Fantasy creatures act like humans,North America,Teen
4389,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,No,Yes,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Teen
4390,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Violence can be against real-world animals,North America,Teen
4391,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Fierce sounds or dark overtones,North America,Teen
4392,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,None,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up,North America,Teen
4393,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4394,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Teen
4395,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,Yes,No,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Moderate blood and gore | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Teen
4396,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Fantasy creatures act like humans,North America,Teen
4397,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4398,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Violence can be against real-world animals,North America,Teen
4399,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Teen
4400,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Mild/Limited,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Mild/Limited blood and gore,North America,Teen
4401,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4402,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,Yes,Yes,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | Moderate blood and gore | Violence towards defenseless characters with penalties,North America,Teen
4403,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Teen
4404,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Fantasy creatures act like humans,North America,Teen
4405,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4406,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Violence can be against real-world animals,North America,Teen
4407,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore | Fierce sounds or dark overtones,North America,Teen
4408,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,Moderate,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | Moderate blood and gore,North America,Teen
4409,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,Yes,Yes,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is rarely depicted from a distance | High amount of blood and gore,North America,Teen
4410,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Mature 17+
4411,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Mature 17+
4412,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,Yes,No,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is often depicted from a distance | Realistic or historical war setting | Fierce sounds or dark overtones,North America,Everyone 10+
4413,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Mature 17+
4414,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,No,Yes,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is often depicted from a distance | Realistic or historical war setting | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
4415,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore | Fierce sounds or dark overtones,North America,Mature 17+
4416,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,Yes,Realistic,Often depicted from a close-up perspective,High,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Style is pixelated or childlike | Reactions to violence are depicted realistically | Violence is often depicted close-up | High amount of blood and gore,North America,Mature 17+
4417,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Everyone 10+
4418,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Everyone
4419,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Everyone 10+
4420,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Fantasy creatures act like humans,North America,Everyone
4421,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,No,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Everyone 10+
4422,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,No,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Violence can be against real-world animals,North America,Everyone
4423,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Fierce sounds or dark overtones,North America,Everyone 10+
4424,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,None,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to,North America,Everyone
4425,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Everyone 10+
4426,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Everyone 10+
4427,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Everyone 10+
4428,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,Yes,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Fantasy creatures act like humans,North America,Everyone 10+
4429,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,Yes,Yes,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is often depicted from a distance | Moderate blood and gore | Violence towards defenseless characters with penalties | Fierce sounds or dark overtones,North America,Teen
4430,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,Yes,No,,,App has ratings-relevant content as part of the downloaded app package | App contains violence against humans | This content occurs in a realistic setting | Style is pixelated | Reactions to violence are depicted unrealistically | Violence is often depicted from a distance | Moderate blood and gore | Violence towards defenseless characters without penalties | Fierce sounds or dark overtones,North America,Teen
4431,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore | Fierce sounds or dark overtones,North America,Everyone 10+
4432,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Mild/Limited,No,No,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Mild/Limited blood and gore,North America,Everyone 10+
4433,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,Yes,Yes,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals | Fierce sounds or dark overtones,North America,Teen
4434,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,Yes,Yes,No,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Fantasy creatures act like humans | Violence can be against real-world animals,North America,Teen
4435,Yes,"Violence against anything other than humans (e.g., animals, fantasy creatures, robots, vehicles)",,,,,,,,,Realistic,No,Unrealistic,Referred to,Moderate,Yes,No,Yes,,,Game contains violence against anything other than humans | This content occurs in a realistic setting | Reactions to violence are depicted unrealistically | Violence is referred to | Moderate blood and gore | Fantasy creatures act like humans | Fierce sounds or dark overtones,North America,Teen
